artist_id,artist_uri,artist_name,artist_genres,artist_popularity,artist_follower,artist_image_url
3eVa5w3URK5duf6eyVDbu9,spotify:artist:3eVa5w3URK5duf6eyVDbu9,ROSÉ,['k-pop'],84,7702992,https://i.scdn.co/image/ab6761610000e5eb727a1f1f508238a20ac9fdbf
3moR9d0X97NAtZRhHWOta5,spotify:artist:3moR9d0X97NAtZRhHWOta5,Saran,"['thai hip hop', 'thai trap']",67,2151477,https://i.scdn.co/image/ab6761610000e5eb63e937da8c564444f3d9a2f3
3oD2yI1g6aT3KawHD8ZYaU,spotify:artist:3oD2yI1g6aT3KawHD8ZYaU,TeuYungBoy,[],52,8830,https://i.scdn.co/image/ab6761610000e5eba893ad982483ec2161750c7c
3pc0bOVB5whxmD50W79wwO,spotify:artist:3pc0bOVB5whxmD50W79wwO,keshi,['chill r&b'],79,3774944,https://i.scdn.co/image/ab6761610000e5ebe6f96cf550aeaf3a51d6a0bb
3rSAej8VUifF02zpsGjsRZ,spotify:artist:3rSAej8VUifF02zpsGjsRZ,DONAL,[],50,582,https://i.scdn.co/image/ab6761610000e5ebdaf49778344410bbdd1f38fd
3tMTXQyRrPmMyHv5SoC0TV,spotify:artist:3tMTXQyRrPmMyHv5SoC0TV,Juicy Luicy,['indonesian pop'],80,1522131,https://i.scdn.co/image/ab6761610000e5eb8a7372e657292fbcbde93caf
3uSnvyMAFJTm7XkZJFo0xP,spotify:artist:3uSnvyMAFJTm7XkZJFo0xP,Insomniacks,['malaysian pop'],60,350020,https://i.scdn.co/image/ab6761610000e5eb33cb646a442cc31983eddf99
3wOsYKZM0zcKNasi3I7fP4,spotify:artist:3wOsYKZM0zcKNasi3I7fP4,Mahalini,['indonesian pop'],77,14439350,https://i.scdn.co/image/ab6761610000e5eb1264a169b9cdf4acaeab5e8f
3wbCeEPAW6po7J46netxMT,spotify:artist:3wbCeEPAW6po7J46netxMT,Up Dharma Down,['opm'],67,1314930,https://i.scdn.co/image/ab6761610000e5eb0d9af87a78a52846b4706b28
3y6Lfjkrdn5TgkbgDxbpvM,spotify:artist:3y6Lfjkrdn5TgkbgDxbpvM,marzuz,"['rock viet', 'viet chill rap']",54,13567,https://i.scdn.co/image/ab6761610000e5eb0559efc622ebbe844fa38b81
3z0IVhtuFvt9VYUZGT98PU,spotify:artist:3z0IVhtuFvt9VYUZGT98PU,Jay R,['opm'],68,241786,https://i.scdn.co/image/ab6761610000e5ebb96d835bab47cdf77a652a6e
40JnMfFlpwqBnWitkL96g4,spotify:artist:40JnMfFlpwqBnWitkL96g4,Isaac,['v-pop'],58,162438,https://i.scdn.co/image/ab6761610000e5ebcb44ea77e9b885b05ea60e8a
45dkTj5sMRSjrmBSBeiHym,spotify:artist:45dkTj5sMRSjrmBSBeiHym,Tate McRae,['pop'],85,6125725,https://i.scdn.co/image/ab6761610000e5ebe61da00cc3795e12aa732516
47z98pKd71yIbgXwe9LPVC,spotify:artist:47z98pKd71yIbgXwe9LPVC,Bernadya,[],83,2139518,https://i.scdn.co/image/ab6761610000e5eb6d1dbc1a4a286b1ee9d40163
4AK6F7OLvEQ5QYCBNiQWHq,spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",91,37315413,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8
4APrfmUo8KRrjCVuyoKvwY,spotify:artist:4APrfmUo8KRrjCVuyoKvwY,Olew,['v-pop'],50,75306,https://i.scdn.co/image/ab6761610000e5ebfca028b811a0296ef4e6336b
4AhHkaGz7W2bKKJK90IaV2,spotify:artist:4AhHkaGz7W2bKKJK90IaV2,Batas Senja,['indonesian folk'],64,283093,https://i.scdn.co/image/ab6761610000e5ebabf22cccfa6585c7d9537555
4G5OlxtrOm9ADmu3VZgFbG,spotify:artist:4G5OlxtrOm9ADmu3VZgFbG,MEYOU,"['t-pop', 'thai hip hop', 'thai indie pop']",58,696884,https://i.scdn.co/image/ab6761610000e5ebc5a1cf78526be973401ec79c
4IWBUUAFIplrNtaOHcJPRM,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,"['pop', 'talent show', 'uk pop']",81,18863790,https://i.scdn.co/image/ab6761610000e5eb2a0c6d0343c82be9dd6fce0b
4KPyQxL1zqEiBcTwW6c9HE,spotify:artist:4KPyQxL1zqEiBcTwW6c9HE,Dương Domic,[],63,118848,https://i.scdn.co/image/ab6761610000e5eb91e368493080d197e5a0f478
4KjqrvqKO5fbI5yDR5yzny,spotify:artist:4KjqrvqKO5fbI5yDR5yzny,First Anuwat,['t-pop'],52,240967,https://i.scdn.co/image/ab6761610000e5ebf1ce57b000f04102aa1f73c7
4LT250S0fAe4cYqPbRk56m,spotify:artist:4LT250S0fAe4cYqPbRk56m,Cean Jr.,"['opm', 'pinoy hip hop', 'pinoy r&b']",59,141844,https://i.scdn.co/image/ab6761610000e5eba6d27e3ccd0bbda0f7d01f74
4RPhZ2g5GYff0hKNBlZKXh,spotify:artist:4RPhZ2g5GYff0hKNBlZKXh,Ali Hoàng Dương,['v-pop'],59,54133,https://i.scdn.co/image/ab6761610000e5ebede0c85df5cdfafc916d1699
4Rxn7Im3LGfyRkY2FlHhWi,spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,"['dance pop', 'pop']",67,10032383,https://i.scdn.co/image/ab6761610000e5eb780447f701c671015c2109a0
4SpbR6yFEvexJuaBpgAU5p,spotify:artist:4SpbR6yFEvexJuaBpgAU5p,LE SSERAFIM,['k-pop girl group'],81,6005468,https://i.scdn.co/image/ab6761610000e5ebd7d7064b17d00c6f8755eae6
4TEK9tIkcoxib4GxT3O4ky,spotify:artist:4TEK9tIkcoxib4GxT3O4ky,KISS OF LIFE,"['5th gen k-pop', 'k-pop girl group']",75,1444323,https://i.scdn.co/image/ab6761610000e5ebbf250c4fdc18bb30560fceb5
4V8LLVI7PbaPR0K2TGSxFF,spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","['hip hop', 'rap']",94,17396819,https://i.scdn.co/image/ab6761610000e5ebdfa2b0c7544a772042a12e52
4Xz2dDcMF1DDfwFcr8Xa5P,spotify:artist:4Xz2dDcMF1DDfwFcr8Xa5P,Ngắn,['vietnamese melodic rap'],44,25189,https://i.scdn.co/image/ab6761610000e5ebe438c128b79690d861e46938
4bAgr9zaF0bpzVGHdHuf0f,spotify:artist:4bAgr9zaF0bpzVGHdHuf0f,Virgoun,"['indonesian pop', 'malaysian pop']",70,11074232,https://i.scdn.co/image/ab6761610000e5eba99ec2b3bd22a84739aac218
4bPYvyUn1mWwUwIW57oST2,spotify:artist:4bPYvyUn1mWwUwIW57oST2,Emcee L (Da LAB),"['v-pop', 'vietnamese hip hop']",54,183221,https://i.scdn.co/image/ab6761610000e5eb92dc4a2cbffbddb59f825fe0
4cLYlDISnWaErAitB8kRph,spotify:artist:4cLYlDISnWaErAitB8kRph,Quang Trung,"['v-pop', 'viet lo-fi']",57,38212,https://i.scdn.co/image/ab67616d0000b273f53327cf9b7f7c17c1b55743
4fVYwG8RsbJsREFFniszhf,spotify:artist:4fVYwG8RsbJsREFFniszhf,Noh Salleh,['malaysian indie'],54,126730,https://i.scdn.co/image/ab6761610000e5eb25c47b238f28bd0120914451
4fg8aMZ23d2bxKz7r2vt9v,spotify:artist:4fg8aMZ23d2bxKz7r2vt9v,Negav,"['v-pop', 'vietnamese hip hop']",65,155889,https://i.scdn.co/image/ab6761610000e5eb9fa9217f87efc8ad1e386ba3
4gvjmrtzydbMpyJaXUtwvP,spotify:artist:4gvjmrtzydbMpyJaXUtwvP,Addison Rae,['social media pop'],76,457284,https://i.scdn.co/image/ab6761610000e5ebe7b11d095987ac3033d9c944
4gzpq5DPGxSnKTe4SA8HAU,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",92,54439131,https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb
4k9wp4ipHdA1bu1T4x1ZTG,spotify:artist:4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,"['opm', 'p-pop', 'pinoy trap']",65,3190996,https://i.scdn.co/image/ab6761610000e5eba3f7f15e82350aaa8f760989
4qPhnQfRgdgcZEdXgENOnr,spotify:artist:4qPhnQfRgdgcZEdXgENOnr,Janine Berdin,['opm'],61,111586,https://i.scdn.co/image/ab6761610000e5eb8c3f8649ff3aebf3f8d18854
4sEWznAKWWNcicTuLxzb6d,spotify:artist:4sEWznAKWWNcicTuLxzb6d,Nidji,"['indonesian pop', 'indonesian pop rock']",69,1738002,https://i.scdn.co/image/ab6761610000e5ebcac2f83d8a2eac8a036d0efe
4tuJ0bMpJh08umKkEXKUI5,spotify:artist:4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,['alt z'],89,2909157,https://i.scdn.co/image/ab6761610000e5ebf6d51e6f5342d2d363220920
4ubEZ6sMsrrbQChueyouCC,spotify:artist:4ubEZ6sMsrrbQChueyouCC,Hivi!,['indonesian pop'],71,2178642,https://i.scdn.co/image/ab6761610000e5eb576d29c38e75b876e1132923
4wZ6awunqaaVLl5j0WpDFu,spotify:artist:4wZ6awunqaaVLl5j0WpDFu,"ANH TRAI ""SAY HI""",[],72,278651,https://i.scdn.co/image/ab6761610000e5eb97d758a5602772c33428697e
4zpGxqF6oI1h3f6Md2v42T,spotify:artist:4zpGxqF6oI1h3f6Md2v42T,Hev Abi,[],76,3340765,https://i.scdn.co/image/ab6761610000e5eb7542a2e21a82c4081b647d35
51kyrUsAVqUBcoDEMFkX12,spotify:artist:51kyrUsAVqUBcoDEMFkX12,Hindia,['indonesian pop'],77,4491264,https://i.scdn.co/image/ab6761610000e5eb324cea967a456ee680bf6b92
52VcFYcq5kJEaRYgy58ouW,spotify:artist:52VcFYcq5kJEaRYgy58ouW,Paper Planes,"['t-pop', 'thai rock']",55,141038,https://i.scdn.co/image/ab6761610000e5eb4d4ddc79e3aa50a3e55b262d
53tuXn4uXfDqZYhAFMxZdt,spotify:artist:53tuXn4uXfDqZYhAFMxZdt,Nyoman Paul,[],64,81128,https://i.scdn.co/image/ab6761610000e5eb3e9c99f3905f734a5943b32a
57g2v7gJZepcwsuwssIfZs,spotify:artist:57g2v7gJZepcwsuwssIfZs,Vũ.,"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']",67,2181512,https://i.scdn.co/image/ab6761610000e5eb2d7150aa7e90e9a85610ab3d
57yOAX6apIrclpBG736Uy2,spotify:artist:57yOAX6apIrclpBG736Uy2,CK YG,"['pinoy hip hop', 'tagalog rap']",62,403652,https://i.scdn.co/image/ab6761610000e5ebd993c2687a7df469c9e485ef
5GVk1KCKa1tdHRev4bMw7V,spotify:artist:5GVk1KCKa1tdHRev4bMw7V,NOBITA,['opm'],62,1954471,https://i.scdn.co/image/ab6761610000e5ebffc2e05704ed9a281f1a1d84
5HZtdKfC4xU0wvhEyYDWiY,spotify:artist:5HZtdKfC4xU0wvhEyYDWiY,HIEUTHUHAI,"['v-pop', 'vietnamese hip hop']",70,1721335,https://i.scdn.co/image/ab6761610000e5ebe1cbc9e7ba8fbc5d7738ea51
5IMXUzbeAyevQmvtOhXQGi,spotify:artist:5IMXUzbeAyevQmvtOhXQGi,DOYOUNG,['k-pop'],57,811815,https://i.scdn.co/image/ab6761610000e5ebf1f948c02481367899fdbd65
5IjwAAk3njAeiFY1InInsn,spotify:artist:5IjwAAk3njAeiFY1InInsn,Misellia,['indonesian pop'],62,371724,https://i.scdn.co/image/ab6761610000e5eb249c300482b39f5281fac30d
5Kh0ta0UY4uJ4g2CIdq9V9,spotify:artist:5Kh0ta0UY4uJ4g2CIdq9V9,Phương Ly,['v-pop'],57,550746,https://i.scdn.co/image/ab6761610000e5eb98e5b6fa1349f9b48129ce98
5L1lO4eRHmJ7a0Q6csE5cT,spotify:artist:5L1lO4eRHmJ7a0Q6csE5cT,LISA,['k-pop'],84,9404725,https://i.scdn.co/image/ab6761610000e5eb426faee7010fa829bb527cfb
5LcNPa8f8bRmZqELgoRFkN,spotify:artist:5LcNPa8f8bRmZqELgoRFkN,Raim Laode,['indonesian pop'],62,967846,https://i.scdn.co/image/ab6761610000e5ebc97ccd38c2bfa905e32cad0a
5M3ffmRiOX9Q8Y4jNeR5wu,spotify:artist:5M3ffmRiOX9Q8Y4jNeR5wu,Wren Evans,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",60,548136,https://i.scdn.co/image/ab6761610000e5eb10e658dffbc09c792ad3969c
5Plk4JdCzMxhAHSRTEsxJp,spotify:artist:5Plk4JdCzMxhAHSRTEsxJp,Ernie Zakri,['malaysian pop'],64,181116,https://i.scdn.co/image/ab6761610000e5ebd4e158ec0916e15687ca82e0
5RQZVhw9dwZYc10QQfNMf1,spotify:artist:5RQZVhw9dwZYc10QQfNMf1,JOEY PHUWASIT,[],52,466975,https://i.scdn.co/image/ab6761610000e5ebc404ff2c1b8d830c3649da72
5RmQ8k4l3HZ8JoPb4mNsML,spotify:artist:5RmQ8k4l3HZ8JoPb4mNsML,Agust D,['k-rap'],77,14931929,https://i.scdn.co/image/ab6761610000e5eb191d43dca6f2f5a126e43e4b
5Xn0cJrrcslCWCzPXNTy54,spotify:artist:5Xn0cJrrcslCWCzPXNTy54,PiaLinh,[],51,3415,https://i.scdn.co/image/ab6761610000e5ebc0d268a104ab41fd588cfea7
5dfZ5uSmzR7VQK0udbAVpf,spotify:artist:5dfZ5uSmzR7VQK0udbAVpf,Sơn Tùng M-TP,"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']",64,6014784,https://i.scdn.co/image/ab6761610000e5eb5a79a6ca8c60e4ec1440be53
5fEQLwq1BWWQNR8GzhOIvi,spotify:artist:5fEQLwq1BWWQNR8GzhOIvi,Eric Chou,['mandopop'],66,1562068,https://i.scdn.co/image/ab6761610000e5eb32cabef34602bad95decc49e
5fS7aONqrIhiw6YzgKVOsd,spotify:artist:5fS7aONqrIhiw6YzgKVOsd,Judika,['indonesian pop'],67,5727407,https://i.scdn.co/image/ab6761610000e5eb7ee542870d73b28e7bd50937
5ghOUzxpnQmnPQDwC1thIz,spotify:artist:5ghOUzxpnQmnPQDwC1thIz,ASIA7,[],51,17143,https://i.scdn.co/image/ab6761610000e5ebf319da7db1336e3d0e7b12d5
5jTFNkoZebPnX90CbB3F2A,spotify:artist:5jTFNkoZebPnX90CbB3F2A,MONO,['v-pop'],54,835488,https://i.scdn.co/image/ab6761610000e5ebc7370f8d6777973a9ca59051
5kU6FKYW7YBB2ikPQnk8cS,spotify:artist:5kU6FKYW7YBB2ikPQnk8cS,BUS,"['t-pop', 't-pop boy group']",61,281926,https://i.scdn.co/image/ab6761610000e5ebdc652a44d9c5e03eb687fa2f
5lAfakPZgxFKgiJD6xAF1G,spotify:artist:5lAfakPZgxFKgiJD6xAF1G,Orange,['v-pop'],59,492965,https://i.scdn.co/image/ab6761610000e5ebcd592c3253fe8d46ad958cfb
5mPbBOU2KMFfStepNZ027p,spotify:artist:5mPbBOU2KMFfStepNZ027p,OgeNus,[],51,42298,https://i.scdn.co/image/ab6761610000e5ebed098d0b155ed1eb44fe974d
5p9HO3XC5P3BLxJs5Mtrhm,spotify:artist:5p9HO3XC5P3BLxJs5Mtrhm,Djo,"['pov: indie', 'psychedelic pop']",76,1594198,https://i.scdn.co/image/ab6761610000e5eb02fcc327683d53bea9583c69
5pokGZ1K9Hr6etaKPDxSG8,spotify:artist:5pokGZ1K9Hr6etaKPDxSG8,THE TOYS,['t-pop'],62,1458036,https://i.scdn.co/image/ab6761610000e5eb3edf0563fc7413d0c62fd9a7
5pyjjs1k7keBTqwhkVs7MA,spotify:artist:5pyjjs1k7keBTqwhkVs7MA,Trần Đăng Dương,[],52,50,
5t5FqBwTcgKTaWmfEbwQY9,spotify:artist:5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,"['anime', 'k-pop boy group']",81,10264462,https://i.scdn.co/image/ab6761610000e5eb1ddfd74a1c2dcaa5f833b61d
5ulyphh5uJrH4Gb1JpSMkV,spotify:artist:5ulyphh5uJrH4Gb1JpSMkV,HURRYKNG,['vietnamese hip hop'],62,138888,https://i.scdn.co/image/ab6761610000e5eb3b7998f162dea56d0961bd97
5vTG3EyFrsARtIGDWZNRzu,spotify:artist:5vTG3EyFrsARtIGDWZNRzu,Hal,['indonesian folk'],66,438164,https://i.scdn.co/image/ab6761610000e5eb8bb201d0f1db30219c4ab3ee
5vV3bFXnN6D6N3Nj4xRvaV,spotify:artist:5vV3bFXnN6D6N3Nj4xRvaV,Jin,['k-pop'],80,8410686,https://i.scdn.co/image/ab6761610000e5ebca4f165e62fbf5ab5a3750ba
5vzCTzMec4uL6JCNkOFcZ2,spotify:artist:5vzCTzMec4uL6JCNkOFcZ2,Pondering,['thai hip hop'],56,200309,https://i.scdn.co/image/ab6761610000e5eb7f198473cf703adf47549ace
5xY6E5PMZNtz9jDvxTRiGI,spotify:artist:5xY6E5PMZNtz9jDvxTRiGI,Dangrangto,['viet chill rap'],61,64006,https://i.scdn.co/image/ab6761610000e5eb1fd256e398422802c8261ab4
5xq3BK55BJmutN0X7eTyQB,spotify:artist:5xq3BK55BJmutN0X7eTyQB,Jeff Satur,['t-pop'],64,1150685,https://i.scdn.co/image/ab6761610000e5ebc93ab532457d9aef9a893595
5y8tKLUfMvliMe8IKamR32,spotify:artist:5y8tKLUfMvliMe8IKamR32,d4vd,"['bedroom pop', 'bedroom r&b']",80,3095803,https://i.scdn.co/image/ab6761610000e5ebad447187a35f422307e88ad3
5zSQoNQ9o2dnT1LPTzDxg7,spotify:artist:5zSQoNQ9o2dnT1LPTzDxg7,Mirrr,"['t-pop', 'thai indie pop']",60,271641,https://i.scdn.co/image/ab6761610000e5ebe407c548cac958b0b6927b10
5zT1Ku9mzzl6RW5y4z0hUK,spotify:artist:5zT1Ku9mzzl6RW5y4z0hUK,Minh Huy,['v-pop'],53,25123,https://i.scdn.co/image/ab6761610000e5eb90b464e6a04fe5034b31be89
611ajYp7fMbkU5CYF08tje,spotify:artist:611ajYp7fMbkU5CYF08tje,Audy,['indonesian pop'],63,421609,https://i.scdn.co/image/ab6761610000e5eb57e03ee8e4a5acd8415f8cd3
61hVICScGPBw0WmGPqWVRE,spotify:artist:61hVICScGPBw0WmGPqWVRE,เล็กสเร็น,[],48,7318,https://i.scdn.co/image/ab67616d0000b2733741a4314abb369b8c5c4888
61nn6nOoLWjVC1ER2qFAvN,spotify:artist:61nn6nOoLWjVC1ER2qFAvN,Cup of Joe,"['opm', 'pinoy city pop']",72,1324885,https://i.scdn.co/image/ab6761610000e5ebd3eacbbd91f1be9cfb910f93
61ydMyohF67xBZmWSPA3YQ,spotify:artist:61ydMyohF67xBZmWSPA3YQ,Chọn gì? Chọn đi!,[],39,215,https://i.scdn.co/image/ab6761610000e5eb3f38e02ec18e5f9accbd09d6
62D1qvKkvUCvXEtY1xwRfo,spotify:artist:62D1qvKkvUCvXEtY1xwRfo,Anh Tú Atus,['v-pop'],58,102081,https://i.scdn.co/image/ab6761610000e5eb8f47b8f7d070919fff02059b
66CXWjxzNUsdJxJ2JdwvnR,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],92,100803893,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0
66NmU5epI0ONGmdCRbLpmW,spotify:artist:66NmU5epI0ONGmdCRbLpmW,Feby Putri,['indonesian pop'],71,3688951,https://i.scdn.co/image/ab6761610000e5eb4f758d9f221784a05343389e
699OTQXzgjhIYAHMy9RyPD,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rage rap', 'rap']",90,12133236,https://i.scdn.co/image/ab6761610000e5ebb3d8cd43a716a031fe7e1ab6
6AvnL2gWjNYs1hRVJx4huK,spotify:artist:6AvnL2gWjNYs1hRVJx4huK,Maki,['opm'],72,789860,https://i.scdn.co/image/ab6761610000e5eb41e8ef2382d2c51b87013187
6EybZ5zwPNEtEngfrEMevN,spotify:artist:6EybZ5zwPNEtEngfrEMevN,JSOL,['v-pop'],61,128404,https://i.scdn.co/image/ab6761610000e5eba3005cf671ed2e6e6841e14a
6FTLayBxjkQeanFdUusk1I,spotify:artist:6FTLayBxjkQeanFdUusk1I,Fabio Asher,['indonesian pop'],68,1379814,https://i.scdn.co/image/ab6761610000e5eb846845655cdc9e63b75103f0
6Ff53KvcvAj5U7Z1vojB5o,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,"['boy band', 'dance pop', 'pop']",77,2706708,https://i.scdn.co/image/ab6761610000e5eb9414ef07d0ca697726912df1
6HEMZkIMQAPnd36iLsUlTx,spotify:artist:6HEMZkIMQAPnd36iLsUlTx,PUN,['t-pop'],65,274294,https://i.scdn.co/image/ab6761610000e5eb256674211490209c3fcf93e7
6HaGTQPmzraVmaVxvz6EUc,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,Jung Kook,['k-pop'],87,16322286,https://i.scdn.co/image/ab6761610000e5eb40a7268dd742e5f63759b960
6JrR3zrG0NQiXb9N9XSyGb,spotify:artist:6JrR3zrG0NQiXb9N9XSyGb,Cocktail,"['t-pop', 'thai pop', 'thai rock']",62,1503974,https://i.scdn.co/image/ab6761610000e5ebd7706f75460a24f8fd1132df
6NF9Oa4ThQWCj6mogFSrVD,spotify:artist:6NF9Oa4ThQWCj6mogFSrVD,W/N,"['indie viet', 'v-pop']",61,1423238,https://i.scdn.co/image/ab6761610000e5eb316c0f0bc6cf3a29c203ab1e
6O74knDqdv3XaWtkII7Xjp,spotify:artist:6O74knDqdv3XaWtkII7Xjp,Boyz II Men,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",69,3232464,https://i.scdn.co/image/c8b0d67be35852171d04d7309c2cfe1992a8a4eb
6RHTUrRF63xao58xh9FXYJ,spotify:artist:6RHTUrRF63xao58xh9FXYJ,IVE,['k-pop girl group'],73,4738277,https://i.scdn.co/image/ab6761610000e5eb8939960e5144b51d7903899f
6RoZip1Hn7ahR6MjzBKKLK,spotify:artist:6RoZip1Hn7ahR6MjzBKKLK,Mawar de Jongh,['indonesian pop'],63,839208,https://i.scdn.co/image/ab6761610000e5eb075943044f6d9c953eb0c70b
6SKusTjOAPsTZ6kareKQdm,spotify:artist:6SKusTjOAPsTZ6kareKQdm,TAEYONG,['k-pop'],61,1381675,https://i.scdn.co/image/ab6761610000e5eb46c7620b97e6eb932d79d97a
6Sv2jkzH9sWQjwghW5ArMG,spotify:artist:6Sv2jkzH9sWQjwghW5ArMG,Lyodra,['indonesian pop'],74,5543759,https://i.scdn.co/image/ab6761610000e5ebf089d00e486c86a63e505903
6TITnFVRcl0AcZ4syE7Toe,spotify:artist:6TITnFVRcl0AcZ4syE7Toe,Low G,['vietnamese hip hop'],67,1476596,https://i.scdn.co/image/ab6761610000e5eb655c4a2a98366c2a276f6e9b
6UgERnTHmjk3qXM9x5vzyO,spotify:artist:6UgERnTHmjk3qXM9x5vzyO,Nadhif Basalamah,['indonesian r&b'],65,1138841,https://i.scdn.co/image/ab6761610000e5eb0893859c6541b0a6bc9aeec3
6V1SwiosQqf5XvmoTMCGa9,spotify:artist:6V1SwiosQqf5XvmoTMCGa9,Dear Jane,['cantopop'],57,257795,https://i.scdn.co/image/ab6761610000e5eb61925c6e018eaf74a606ed26
6X28gNASnalAWseUA8uI4X,spotify:artist:6X28gNASnalAWseUA8uI4X,Adrian Khalif,"['indonesian hip hop', 'indonesian pop']",68,63753,https://i.scdn.co/image/ab6761610000e5ebaacec2a8c9876f5b3e964ab6
6YPfs6tdZXvnlzgZNU3SYT,spotify:artist:6YPfs6tdZXvnlzgZNU3SYT,Dudy Oris,['indonesian pop'],68,130997,https://i.scdn.co/image/ab6761610000e5ebecfcf46a0b101c42866979bf
6YVMFz59CuY7ngCxTxjpxE,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,aespa,['k-pop girl group'],84,6904299,https://i.scdn.co/image/ab6761610000e5ebf7a1090ad3a35a34fc0ecb57
6chmC6o0wvACYVGTITw3Pz,spotify:artist:6chmC6o0wvACYVGTITw3Pz,NONT TANONT,['t-pop'],63,1348702,https://i.scdn.co/image/ab6761610000e5eba90ea2bdb4432288e0eae09c
6d0dLenjy5CnR5ZMn2agiV,spotify:artist:6d0dLenjy5CnR5ZMn2agiV,GREY D,['v-pop'],61,381838,https://i.scdn.co/image/ab6761610000e5ebd23b0ac7f33678be5753e1f5
6fOqdhRNsMQqtwRwgo3NUv,spotify:artist:6fOqdhRNsMQqtwRwgo3NUv,Firdhaus,['malaysian mandopop'],64,85389,https://i.scdn.co/image/ab6761610000e5eb6f9e419c4ae583483afcd152
6hnfLIkvDl6pjlAe1YRGXY,spotify:artist:6hnfLIkvDl6pjlAe1YRGXY,Bon Nghiêm,['viet chill rap'],53,12603,https://i.scdn.co/image/ab6761610000e5ebef9647ce73755bfd671de9db
6ltzsmQQbmdoHHbLZ4ZN25,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,"['indie folk', 'stomp and holler']",78,1755100,https://i.scdn.co/image/ab6761610000e5eb1d4e4e7e3c5d8fa494fc5f10
6qqNVTkY8uBg9cP3Jd7DAH,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['art pop', 'pop']",96,101620105,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da
6rTxLeff3t3rivZ3rabRpw,spotify:artist:6rTxLeff3t3rivZ3rabRpw,Robledo Timido,[],64,31997,https://i.scdn.co/image/ab6761610000e5eb7dc8358b1a47d51dbe2914f9
6zO1dZ40fTZ5hY9NnnRJSk,spotify:artist:6zO1dZ40fTZ5hY9NnnRJSk,yung kai,[],65,119722,https://i.scdn.co/image/ab6761610000e5ebd9b92b78e9ce3e20c498c732
6zUWZmyi5MLOEynQ5wCI5f,spotify:artist:6zUWZmyi5MLOEynQ5wCI5f,Da LAB,"['indie viet', 'v-pop', 'vietnamese hip hop']",63,1073958,https://i.scdn.co/image/ab6761610000e5eb62c092ca08054a8ce883ef7e
70NcAr4ZtA3FAqU16iQZSb,spotify:artist:70NcAr4ZtA3FAqU16iQZSb,Dhruv,['nyc pop'],70,705090,https://i.scdn.co/image/ab6761610000e5eb32f3f1833279444356c71e4d
73M9RjjrrKjXnf6Is6hNdg,spotify:artist:73M9RjjrrKjXnf6Is6hNdg,Anatomy Rabbit,"['t-pop', 'thai folk', 'thai indie pop']",56,498973,https://i.scdn.co/image/ab6761610000e5eb33d3be3e296e0c4fc25a1c2a
74KM79TiuVKeVCqs8QtB0B,spotify:artist:74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,['pop'],95,14426760,https://i.scdn.co/image/ab6761610000e5ebe053b8338322b9c8609ee7ae
7Cp2hGcriAaDUAWpXnSEwm,spotify:artist:7Cp2hGcriAaDUAWpXnSEwm,buitruonglinh,"['indie viet', 'v-pop']",57,467597,https://i.scdn.co/image/ab6761610000e5eb5b724614e967f700a802e058
7GlBOeep6PqTfFi59PTUUN,spotify:artist:7GlBOeep6PqTfFi59PTUUN,Chappell Roan,['indie pop'],89,3739068,https://i.scdn.co/image/ab6761610000e5ebcde5a0d57c1b79de5fce6bee
7Gy1PxqrgsiqWF6JNYPHeB,spotify:artist:7Gy1PxqrgsiqWF6JNYPHeB,.Feast,['indonesian indie'],69,790697,https://i.scdn.co/image/ab6761610000e5eb16f030ca05d4d917cdc2eb5e
